iter	Logloss
230	0.2506055646
231	0.2502842068
232	0.2501030101
233	0.2498479431
234	0.2495532895
235	0.2493122013
236	0.249044992
237	0.2486892046
238	0.2484491437
239	0.2480147711
240	0.2477625674
241	0.2476317036
242	0.2473111935
243	0.2469537229
244	0.2467312764
245	0.246454931
246	0.2462808496
247	0.2460068359
248	0.2458692353
249	0.2455705373
250	0.2454970307
251	0.2452652663
252	0.2450626552
253	0.24491402
254	0.2447227122
255	0.2445228548
256	0.2443010234
257	0.2440591099
258	0.2439014176
259	0.2437938289
260	0.2435810283
261	0.2433407184
262	0.2431232101
263	0.242940949
264	0.2428114454
265	0.242543233
266	0.2424273566
267	0.2421212681
268	0.2419592271
269	0.2416334268
270	0.2414955366
271	0.241283301
272	0.2410123161
273	0.2409386845
274	0.2407966851
275	0.2404949739
276	0.2403288284
277	0.2400948538
278	0.2399107135
279	0.2396317757
280	0.239303334
281	0.2389394147
282	0.2385593251
283	0.2383777908
284	0.2381515469
285	0.2377595118
286	0.2373593593
287	0.2370774272
288	0.2367124663
289	0.2365760793
290	0.2362828167
291	0.2360681543
292	0.2354304351
293	0.2350441815
294	0.2346596424
295	0.2345498389
296	0.2344222532
297	0.2341575923
298	0.2339480414
299	0.2335709917
300	0.2334093029
301	0.2331635495
302	0.2328543437
303	0.2326588138
304	0.2324256089
305	0.2319338671
306	0.2317917336
307	0.2315401371
308	0.231422066
309	0.2312794958
310	0.2309435245
311	0.2307053454
312	0.2304946999
313	0.2301107738
314	0.2300194822
315	0.2298097861
316	0.2295806649
317	0.229415569
318	0.2292251926
319	0.2290791563
320	0.2288839099
321	0.2287290189
322	0.2286374987
323	0.2284801671
324	0.2282221008
325	0.2279909076
326	0.227586675
327	0.2273104876
328	0.227185751
329	0.2268600232
330	0.2266315887
331	0.2263684709
332	0.2261717612
333	0.2259709083
334	0.2258894845
335	0.2257025025
336	0.2252643209
337	0.2250217808
338	0.2249179913
339	0.2247317805
340	0.2243824892
341	0.2243302489
342	0.2240923203
343	0.2236132046
344	0.2234065444
345	0.2232202032
346	0.2230300859
347	0.2227820892
348	0.2224371808
349	0.2220463042
350	0.2218393409
351	0.2215840373
352	0.2214142963
353	0.2212705631
354	0.2209972933
355	0.2208284448
356	0.2205469533
357	0.2203651268
358	0.2200783386
359	0.2199054727
360	0.2196510975
361	0.2195061875
362	0.2193562046
363	0.2192314491
364	0.2190798419
365	0.2188275292
366	0.2185612868
367	0.2184169607
368	0.2181814324
369	0.2178576026
370	0.2176312821
371	0.2173886875
372	0.2172446166
373	0.2169820776
374	0.2167929752
375	0.2166687762
376	0.2163884412
377	0.2161038191
378	0.2158718319
379	0.2157016639
380	0.215487825
381	0.2153375132
382	0.2152202569
383	0.2150375542
384	0.2149286114
385	0.2147860881
386	0.2143562812
387	0.2141867648
388	0.2140773486
389	0.2138744419
390	0.2137116643
391	0.2134706167
392	0.2134153513
393	0.213192974
394	0.2131181046
395	0.2127322571
396	0.2124251808
397	0.2123477563
398	0.212261576
399	0.2121389918
400	0.2118521949
401	0.2117609286
402	0.2115765028
403	0.2113950581
404	0.211129748
405	0.2109406453
406	0.2107923873
407	0.2107463695
408	0.2104686779
409	0.2103399047
410	0.2101985437
411	0.2100275403
412	0.209657825
413	0.209426394
414	0.2092588773
415	0.2090032596
416	0.2086984767
417	0.2084512651
418	0.2082481659
419	0.2081125111
420	0.2079350601
421	0.207732512
422	0.2076262438
423	0.2074861556
424	0.2073943539
425	0.2071259606
426	0.2070044855
427	0.2067981695
428	0.2065740698
429	0.2063518766
430	0.2062103152
431	0.2060580554
432	0.2058580626
433	0.2055389642
434	0.2053859351
435	0.2052485536
436	0.2048979229
437	0.2048083068
438	0.2046098103
439	0.204481536
440	0.2043596734
441	0.2042038009
442	0.2041733171
443	0.203897215
444	0.2037651295
445	0.2035829553
446	0.2035282425
447	0.2033620773
448	0.2031350999
449	0.2028988145
450	0.2027374202
451	0.2025326226
452	0.2023222735
453	0.2020429625
454	0.2019216307
455	0.2018728747
456	0.20177807
457	0.2015848153
458	0.2013628904
459	0.2011916317
460	0.2010569908
461	0.2008930488
462	0.2007368993
463	0.2003241794
464	0.2002586412
465	0.2002277609
466	0.2001390809
467	0.1997841668
468	0.1995520573
469	0.199369258
470	0.1991505286
471	0.198971166
472	0.1986912413
473	0.1985527294
474	0.1983090051
475	0.1982621822
476	0.1982342041
477	0.1980669797
478	0.1978987496
479	0.1977129544
480	0.1976204138
481	0.1975461571
482	0.1972957247
483	0.1972432453
484	0.197213391
485	0.1970937091
486	0.196724215
487	0.1964723667
488	0.196285158
489	0.1961846783
490	0.1959638841
491	0.1958400832
492	0.1957623236
493	0.1957223036
494	0.1956367863
495	0.1955980545
496	0.1954088482
497	0.1953369849
498	0.1952242369
499	0.1950585448
500	0.1949009226
501	0.1945759457
502	0.1943802326
503	0.194207109
504	0.1941179742
505	0.1940277274
506	0.1939085091
507	0.1938431889
508	0.1937129582
509	0.1934930432
510	0.1934333031
511	0.193255737
512	0.1930397532
513	0.1929256926
514	0.1926357477
515	0.1924626441
516	0.192351503
517	0.1923237525
518	0.1921374166
519	0.1920001819
520	0.1918054001
521	0.1915800371
522	0.1914505261
523	0.1913336926
524	0.1912998116
525	0.1912365196
526	0.1910077758
527	0.1908975977
528	0.1907245929
529	0.1906144017
530	0.190384666
531	0.190090911
532	0.1899341195
533	0.1896768729
534	0.189639958
535	0.1895062273
536	0.1893420164
537	0.1891438285
538	0.1889321167
539	0.1888368715
540	0.1887241456
541	0.188707868
542	0.1886073768
543	0.1885853977
544	0.1883759663
545	0.1881377852
546	0.1881201217
547	0.1879675921
548	0.1877991607
549	0.187617514
550	0.1873533726
551	0.1871869003
552	0.1869502091
553	0.1867755521
554	0.1866569404
555	0.1864698241
556	0.1863795949
557	0.1861522184
558	0.1861297506
559	0.1859527646
560	0.1858332023
561	0.1854831122
562	0.185133146
563	0.1849805088
564	0.1847869307
565	0.1847272097
566	0.1845815185
567	0.1844103048
568	0.1843938765
569	0.1842387448
570	0.184095918
571	0.1838523089
572	0.1837031837
573	0.1833697087
574	0.1833543132
575	0.1832910735
576	0.1831583597
577	0.1828092438
578	0.1826683386
579	0.1824874043
580	0.1823928037
581	0.1822507929
582	0.1820527775
583	0.1820271092
584	0.1816992748
585	0.1814820735
586	0.181315406
587	0.181151999
588	0.181072959
589	0.1808721413
590	0.1807064604
591	0.1805109169
592	0.1803958125
593	0.1801137602
594	0.1797849666
595	0.1797385008
596	0.179572621
597	0.1793967014
598	0.1792514647
599	0.1791173405
600	0.1791017097
601	0.1789484269
602	0.1787588633
603	0.1786218213
604	0.1784699772
605	0.1783262252
606	0.1781015589
607	0.1778312617
608	0.1776781199
609	0.1775195559
610	0.177334927
611	0.1773194826
612	0.1773096169
613	0.1771152526
614	0.1769071576
615	0.1767107699
616	0.1765550723
617	0.1762575695
618	0.176108593
619	0.1758253888
620	0.1755919909
621	0.1755091174
622	0.1753746439
623	0.1752820725
624	0.1750250183
625	0.1748944989
626	0.1747466587
627	0.1744184434
628	0.1742878864
629	0.1739678848
630	0.1737706211
631	0.1734973447
632	0.1733759841
633	0.1732844115
634	0.1730418887
635	0.1728997588
636	0.172701585
637	0.1725285584
638	0.1722679383
639	0.1721115136
640	0.1719021168
641	0.1718896173
642	0.1717412663
643	0.1715003552
644	0.1712351839
645	0.1711106425
646	0.1710954666
647	0.1709099411
648	0.1707771531
649	0.1705415735
650	0.1704173311
651	0.1703806553
652	0.1701956312
653	0.1701080508
654	0.1700090705
655	0.169787413
656	0.1695274064
657	0.1692670541
658	0.1691140371
659	0.1688793078
660	0.168748588
661	0.168589967
662	0.168507732
663	0.1683276863
664	0.1682442969
665	0.1681070767
666	0.1679402257
667	0.1677588968
668	0.167589615
669	0.167471709
670	0.1673186534
671	0.1671481976
672	0.1669641559
673	0.1667046851
674	0.1666083444
675	0.1665720511
676	0.1663897375
677	0.16627257
678	0.1660003771
679	0.1658571462
680	0.165739874
681	0.1656995474
682	0.1655967624
683	0.1655100184
684	0.1653999193
685	0.1652498992
686	0.1649806111
687	0.1649728248
688	0.1649019792
689	0.1647580896
690	0.1646268539
691	0.1643694794
692	0.1643562954
693	0.1640986663
694	0.1640519808
695	0.1638370534
696	0.1636426834
697	0.1634282502
698	0.1633470406
699	0.1632676254
700	0.1631630064
701	0.1629760824
702	0.1627500105
703	0.1625507452
704	0.1623944323
705	0.1622048281
706	0.1619699661
707	0.1618007569
708	0.1617867535
709	0.1616761483
710	0.1615604662
711	0.161432167
712	0.1612906017
713	0.1612786883
714	0.1610971813
715	0.1608892174
716	0.1607187498
717	0.1605688759
718	0.160483422
719	0.1603560264
720	0.1601559857
721	0.1599848547
722	0.1599765806
723	0.1598302219
724	0.1596886127
725	0.1595521136
726	0.1594357752
727	0.1593055239
728	0.1592987254
729	0.1592892293
730	0.1591431747
731	0.1589681588
732	0.1589542861
733	0.1587283875
734	0.1585587379
735	0.1585389656
736	0.1583458186
737	0.1582315395
738	0.1582174021
739	0.1580336973
740	0.1579092675
741	0.157782461
742	0.1576064046
743	0.1575311744
744	0.1574254476
745	0.1572536587
746	0.157155017
747	0.1570348608
748	0.1569585449
749	0.1569358264
750	0.1568085371
751	0.1566670802
752	0.1565216091
753	0.1564974008
754	0.1564740228
755	0.1563462341
756	0.1561934167
757	0.1560868675
758	0.155955972
759	0.155706585
760	0.1556595665
761	0.1555208787
762	0.1553864029
763	0.155373157
764	0.1552217405
765	0.1551071584
766	0.1550108285
767	0.1548089129
768	0.1547957071
769	0.1546866905
770	0.1544887009
771	0.1543819075
772	0.1543034402
773	0.1542053179
774	0.1540892706
775	0.1539217513
776	0.1539145111
777	0.1538012854
778	0.153674753
779	0.1535024623
780	0.1533521105
781	0.1532809696
782	0.1531063475
783	0.1529798363
784	0.1529110402
785	0.1527402514
786	0.1525967616
787	0.1525895905
788	0.1524321962
789	0.1523686447
790	0.1522111714
791	0.1520848318
792	0.1519144721
793	0.1517766015
794	0.1516635513
795	0.1515225653
796	0.1513762691
797	0.1513335685
798	0.1511228766
799	0.1509990575
800	0.1508547989
801	0.1507551941
802	0.1507393695
803	0.1505834758
804	0.1504933218
805	0.1503882352
806	0.1503800689
807	0.1502153772
808	0.150203351
809	0.1501113747
810	0.1499898208
811	0.1497891085
812	0.1496736139
813	0.1494545803
814	0.1493157574
815	0.1492178645
816	0.1490891481
817	0.1489589129
818	0.148949279
819	0.1489427254
820	0.148916708
821	0.1487840154
822	0.1486878755
823	0.1485640128
824	0.1483741626
825	0.1481654224
826	0.1480162705
827	0.1478569486
828	0.1478416747
829	0.1476631757
830	0.1475740252
831	0.147431766
832	0.1474254615
833	0.1472913676
834	0.1471197072
835	0.1469486597
836	0.1468100296
837	0.1466274484
838	0.1465693209
839	0.1465292016
840	0.1463775719
841	0.1461981758
842	0.1460985425
843	0.1459683
844	0.1458060256
845	0.1456527766
846	0.1456395253
847	0.1455428564
848	0.1454808966
849	0.1453925388
850	0.1453204409
851	0.1452015933
852	0.1450738879
853	0.1449159602
854	0.1448020078
855	0.1446532716
856	0.144503815
857	0.1443409646
858	0.1442891449
859	0.1442803448
860	0.1442698065
861	0.1441456691
862	0.1440571739
863	0.1439611895
864	0.1437825256
865	0.1435845578
866	0.1435149459
867	0.1434608833
868	0.1432368067
869	0.1431098902
870	0.1429720197
871	0.1429488396
872	0.1428153424
873	0.1426325209
874	0.1424961837
875	0.1424270772
876	0.1422390735
877	0.1421345328
878	0.1419941962
879	0.1418744661
880	0.1417839173
881	0.141672922
882	0.1414952109
883	0.1414134336
884	0.1413085982
885	0.1412062917
886	0.1411166534
887	0.1410267821
888	0.1409045268
889	0.1408857179
890	0.1407921319
891	0.1406476823
892	0.1405479258
893	0.1404798697
894	0.1404509511
895	0.1404387118
896	0.1403552114
897	0.1402362538
898	0.1401148723
899	0.1400180395
900	0.1398503955
901	0.1397003148
902	0.139549522
903	0.1394863872
904	0.1393996133
905	0.1392375899
906	0.1390943422
907	0.1389134957
908	0.1388711835
909	0.1387607932
910	0.1386095704
911	0.138515008
912	0.1383904519
913	0.1383311503
914	0.1382839279
915	0.1382028697
916	0.1380920448
917	0.1379666773
918	0.1377665241
919	0.1377581634
920	0.1376226064
921	0.1374712294
922	0.1372956572
923	0.137158979
924	0.1370599463
925	0.1369617083
926	0.136803004
927	0.1367093466
928	0.1365508728
929	0.1364752536
930	0.1364063343
931	0.1362773704
932	0.1361639349
933	0.1360520467
934	0.1359524084
935	0.1358120186
936	0.1356436268
937	0.1356351944
938	0.1355404367
939	0.1354617173
940	0.1353326366
941	0.1351745509
942	0.1349971285
943	0.1349057926
944	0.1348160847
945	0.1347237619
946	0.1345703983
947	0.1345478317
948	0.1345391913
949	0.1344595067
950	0.1343854099
951	0.134324683
952	0.1342778263
953	0.134155016
954	0.134073409
955	0.1339985725
956	0.1338955161
957	0.1338009902
958	0.1336662912
959	0.1335656296
960	0.1334330697
961	0.1333848838
962	0.1333524523
963	0.1332234515
964	0.1330870213
965	0.1330748454
966	0.1329621604
967	0.1328318992
968	0.1327508035
969	0.1326585066
970	0.1325474504
971	0.1324463891
972	0.1323203133
973	0.1322641047
974	0.1321812919
975	0.132066644
976	0.1319410659
977	0.1318668801
978	0.1318584022
979	0.1316674106
980	0.1315619535
981	0.1314581809
982	0.1313379701
983	0.1311716947
984	0.1310473574
985	0.1309764805
986	0.1308241357
987	0.1306777056
988	0.1306700801
989	0.1306410162
990	0.1304967797
991	0.1303678403
992	0.1302309219
993	0.1301122405
994	0.1299919789
995	0.1299367412
996	0.1298273853
997	0.1297980059
998	0.1297533968
999	0.1297015467
